credit.policy,LoanPurpose,int.rate,MonthlyDebtPayments,LogAnnualIncome,dti,fico,LengthOfCreditHistory,revol.bal,CreditCardUtilizationRate,inq.last.6mths,PreviousLoanDefaults,pub.rec,not.fully.paid,HasDefaults,HasBankruptcy,fully.paid
1,Debt_Consolidation,0.1292,222.97,10.23995979,19.93,667,16,15049,0.713,0,0,0,0,0,0,1
1,Other,0.1197,365.2,10.49127422,15.83,682,12,23253,0.72,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1261,603.12,11.14186178,14.02,682,10,10769,0.63,1,1,0,0,1,0,1
1,Other,0.1387,852.87,11.05089001,17.28,692,24,21357,0.42,1,0,0,0,0,0,1
1,Debt_Consolidation,0.0945,320.1,11.45105006,7.44,727,9,29884,0.436,0,0,0,0,0,0,1
1,Home,0.1008,807.62,11.46163217,10.42,757,33,16386,0.113,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1071,326.02,11.24177269,10.37,702,31,26888,0.262,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1292,336.56,10.52406404,6.74,672,7,7067,0.6579999999999999,0,0,0,0,0,0,1
1,Other,0.1166,396.63,11.73606902,12.94,682,10,36467,0.629,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1261,301.56,10.42228135,14.68,687,13,14371,0.609,0,1,0,1,1,0,0
1,Debt_Consolidation,0.1103,491.3,11.91582729,9.52,702,10,25870,0.561,0,1,0,1,1,0,0
1,Debt_Consolidation,0.1134,416.19,10.59663473,21.96,717,12,1727,0.089,1,0,0,0,0,0,1
1,Other,0.164,636.39,11.91839057,24.03,672,12,28846,0.579,1,0,0,1,0,0,0
1,Home,0.1229,406.91,10.55581274,9.31,687,16,2329,0.3939999999999999,0,0,0,0,0,0,1
1,Other,0.0737,62.1,10.46310334,0.86,797,31,324,0.002,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1261,201.04,10.81977828,3.89,667,16,20845,0.477,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1103,491.3,11.11542853,15.5,707,6,12569,0.462,0,0,0,1,0,0,0
1,Debt_Consolidation,0.1103,327.53,10.75790288,13.48,702,8,9697,0.58,0,0,0,0,0,0,1
1,Other,0.1103,327.53,10.42228135,2.61,697,6,2952,0.301,2,0,0,0,0,0,1
1,Debt_Consolidation,0.1071,179.31,10.62132735,12.12,692,20,13427,0.8290000000000001,0,0,0,0,0,0,1
1,Other,0.1229,667.06,11.08214255,13.5,692,6,6045,0.349,1,0,1,1,0,1,0
1,Debt_Consolidation,0.1103,720.57,11.40756495,17.39,717,12,18913,0.341,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1324,405.72,10.87804719,17.82,667,20,18593,0.35,0,5,1,0,1,1,1
1,Other,0.08,313.37,10.858999,2.1,792,14,0,0.0,1,0,0,0,0,0,1
1,Other,0.0945,409.73,11.08214255,8.86,742,14,13207,0.777,0,0,0,0,0,0,1
1,Other,0.1103,157.22,10.66886237,2.34,687,5,3273,0.4479999999999999,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1229,633.71,11.56171563,10.01,687,14,19368,0.386,1,3,0,0,1,0,1
1,Other,0.1071,782.44,11.15625052,0.57,727,14,782,0.03,1,0,0,1,0,0,0
1,Education,0.1103,589.56,10.66347529,6.15,707,8,6362,0.6920000000000001,0,0,0,0,0,0,1
1,Other,0.0976,353.71,11.33384664,5.88,717,12,15342,0.5,0,1,0,0,1,0,1
1,Debt_Consolidation,0.1103,206.35,10.96819829,9.21,687,19,871,0.081,0,0,0,0,0,0,1
1,Other,0.0832,251.88,11.82041016,8.63,752,17,13238,0.23,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1261,301.56,10.81977828,7.15,667,7,1918,0.564,0,0,0,0,0,0,1
1,Other,0.1039,464.05,10.30895266,21.28,752,7,5649,0.302,2,0,0,0,0,0,1
1,Debt_Consolidation,0.0945,230.47,10.71441777,0.8,717,7,3332,0.306,0,0,0,1,0,0,0
1,Other,0.1734,895.56,11.47210347,18.8,662,32,14706,0.77,0,2,0,0,1,0,1
1,Debt_Consolidation,0.1261,670.13,11.33857208,14.51,692,5,27129,0.39,2,0,0,0,0,0,1
1,Debt_Consolidation,0.1292,269.25,11.15625052,4.08,667,16,1152,0.131,3,3,0,0,1,0,1
1,Debt_Consolidation,0.1292,377.79,10.35316092,23.31,712,10,8837,0.526,1,0,0,1,0,0,0
1,Other,0.0976,30.55,10.04324949,22.38,742,12,2246,0.099,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1039,389.41,10.30895266,0.0,712,12,9258,0.7120000000000001,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1324,405.72,10.20359214,11.96,667,13,8671,0.615,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1387,477.61,11.04292184,20.45,677,7,20065,0.66,2,0,0,0,0,0,1
1,Education,0.1134,329.0,10.14124382,8.79,692,11,1573,0.3929999999999999,0,0,0,1,0,0,0
1,Debt_Consolidation,0.0832,377.82,11.40756495,1.63,792,16,4359,0.153,0,0,0,0,0,0,1
1,Other,0.1324,338.1,10.96819829,10.9,662,6,10055,0.5489999999999999,3,0,1,0,0,1,1
1,Other,0.1355,407.52,11.15625052,17.07,667,21,2549,0.579,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1071,273.86,10.83958091,16.47,702,12,16021,0.6679999999999999,1,0,0,0,0,0,1
1,Other,0.1008,807.62,10.89635036,0.0,762,18,0,0.0,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1197,398.4,11.35040654,14.08,682,20,22205,0.888,2,0,1,0,0,1,1
1,Debt_Consolidation,0.0945,320.1,11.73606902,5.28,727,25,9438,0.335,3,0,0,0,0,0,1
1,Debt_Consolidation,0.0863,316.28,11.40756495,5.91,732,16,18343,0.262,0,1,0,0,1,0,1
1,Other,0.1008,387.66,11.77528973,21.2,772,18,74885,0.0,0,0,0,0,0,0,1
1,Other,0.1039,162.26,9.903487553,14.82,702,8,4873,0.2689999999999999,1,0,0,0,0,0,1
1,Other,0.1134,493.5,11.33857208,10.49,697,8,11332,0.397,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1229,640.38,10.87804719,18.93,702,10,20033,0.828,1,0,0,1,0,0,0
1,Debt_Consolidation,0.1261,180.94,10.60905725,12.12,667,7,4565,0.6809999999999999,0,1,0,0,1,0,1
1,Other,0.1134,296.1,11.51292546,1.2,682,14,4000,0.8,3,0,0,0,0,0,1
1,Other,0.1166,115.69,10.90159787,12.38,672,21,0,0.0,0,2,0,0,1,0,1
1,Other,0.1134,230.3,10.71441777,9.92,687,7,1767,0.346,1,0,1,0,0,1,1
1,Other,0.1324,405.72,10.69557468,14.4,672,10,768,0.64,2,0,0,0,0,0,1
1,Other,0.0976,305.47,11.06763786,4.8,717,14,12226,0.456,0,1,1,0,1,1,1
1,Other,0.0737,93.14,10.58415721,1.55,802,10,2724,0.079,0,0,0,0,0,0,1
1,Other,0.08,109.68,10.79059661,0.62,742,20,308,0.171,4,0,0,0,0,0,1
1,Debt_Consolidation,0.08,37.61,9.60238246,2.43,747,6,1946,0.065,3,0,0,0,0,0,1
1,Other,0.1008,129.22,10.91871823,19.43,717,13,4446,0.617,3,0,0,0,0,0,1
1,Debt_Consolidation,0.1008,290.75,10.57131693,5.17,707,6,8486,0.6679999999999999,1,0,0,0,0,0,1
1,Other,0.1355,203.76,11.1844214,23.37,682,18,19826,0.39,2,0,0,0,0,0,1
1,Other,0.0945,160.05,10.59663473,5.97,722,8,3212,0.357,1,1,0,0,1,0,1
1,Other,0.1355,407.52,10.91508846,14.99,667,12,10918,0.59,2,0,0,0,0,0,1
1,Education,0.0945,320.1,11.15625052,9.38,722,5,8850,0.3229999999999999,0,0,0,0,0,0,1
1,Other,0.1039,129.81,10.30895266,6.04,697,17,10366,0.644,0,0,1,0,0,1,1
1,Debt_Consolidation,0.1229,366.89,10.50232405,11.6,677,4,10765,0.605,2,0,0,0,0,0,1
1,Other,0.1134,658.0,10.91508846,5.19,712,23,5482,0.174,0,2,0,1,1,0,0
1,Debt_Consolidation,0.0945,480.15,11.04132055,6.46,752,12,5196,0.346,2,0,0,0,0,0,1
1,Other,0.0976,803.87,11.15625052,4.92,792,11,3114,0.113,0,0,0,0,0,0,1
1,Other,0.1039,272.59,10.46321762,19.61,717,12,213,0.071,1,0,1,0,0,1,1
1,Debt_Consolidation,0.1197,249.0,9.862665558,10.94,677,5,6450,0.7090000000000001,3,0,0,0,0,0,1
1,Other,0.1229,400.24,11.40756495,8.81,677,6,15486,0.331,1,0,0,0,0,0,1
1,Other,0.0863,253.03,10.89821971,10.78,732,9,5623,0.677,1,0,0,0,0,0,1
1,Other,0.1039,129.81,10.87804719,13.09,702,12,1308,0.069,1,0,0,0,0,0,1
1,Debt_Consolidation,0.0945,448.14,10.6454249,5.31,737,8,11556,0.243,0,0,0,0,0,0,1
1,Other,0.1134,118.44,10.91508846,13.51,682,10,623,0.311,0,0,0,0,0,0,1
1,Other,0.1039,811.27,11.51292546,7.25,737,10,0,0.0,2,1,0,0,1,0,1
1,Other,0.1355,407.52,11.77528973,8.32,662,8,22044,0.816,0,0,0,0,0,0,1
1,Other,0.08,250.7,10.38183131,8.55,782,15,8793,0.188,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1324,444.6,10.53720315,20.66,677,13,2796,0.3879999999999999,2,0,0,0,0,0,1
1,Other,0.1071,489.03,11.28978191,6.9,707,20,8298,0.386,3,0,1,0,0,1,1
1,Debt_Consolidation,0.1355,373.56,10.77895629,22.75,677,7,10211,0.963,0,0,0,0,0,0,1
1,Other,0.1071,195.61,10.81977828,9.22,687,8,22188,0.7,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1166,314.0,10.59663473,18.78,697,6,21160,0.787,0,0,0,1,0,0,0
1,Other,0.0768,109.17,10.30895266,2.52,762,11,2096,0.466,0,0,0,0,0,0,1
1,Debt_Consolidation,0.145,516.32,11.22235924,24.61,682,7,55632,0.807,3,0,0,0,0,0,1
1,Education,0.0976,241.16,9.903487553,10.56,717,11,3415,0.143,0,0,0,0,0,0,1
1,Other,0.0863,221.4,10.75363848,12.23,727,8,1287,0.078,0,0,0,0,0,0,1
1,Other,0.1103,294.78,11.12726298,12.72,687,25,36164,0.3939999999999999,1,0,0,1,0,0,0
1,Debt_Consolidation,0.1513,680.69,11.22524339,19.36,662,7,20658,0.5539999999999999,0,0,0,0,0,0,1
1,Other,0.1071,228.22,10.30895266,21.48,722,28,24397,0.534,1,0,0,0,0,0,1
1,Debt_Consolidation,0.08,87.75,9.60238246,5.48,747,6,1946,0.065,3,0,0,0,0,0,1
1,Other,0.1039,324.51,11.08795638,14.82,767,18,0,0.0,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1051,97.53,10.59663473,16.08,727,9,14582,0.267,2,0,0,1,0,0,0
1,Debt_Consolidation,0.1071,208.65,10.91508846,6.11,697,10,14971,0.4679999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1482,691.55,11.40756495,23.45,692,11,43868,0.478,1,0,1,0,0,1,1
1,Debt_Consolidation,0.1008,323.05,10.77895629,2.65,742,12,6512,0.1639999999999999,0,0,0,0,0,0,1
1,Other,0.0832,236.14,11.15625052,2.81,757,12,7905,0.302,0,0,0,0,0,0,1
1,Other,0.0976,213.83,11.18886982,15.63,717,12,6161,0.266,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1103,537.15,10.818177,4.42,712,5,3964,0.24,0,0,0,1,0,0,0
1,Home,0.1039,194.71,10.20359214,21.78,737,14,1815,0.605,3,0,0,0,0,0,1
1,Other,0.08,235.03,10.59663473,5.22,772,14,0,0.0,3,0,0,0,0,0,1
1,Debt_Consolidation,0.0976,707.41,11.28978191,9.81,757,15,1998,0.2239999999999999,1,0,0,0,0,0,1
1,Home,0.0945,128.04,11.48452599,13.16,732,7,41248,0.053,3,0,0,0,0,0,1
1,Debt_Consolidation,0.1261,670.13,11.09741002,13.4,687,9,24008,0.779,0,0,0,0,0,0,1
1,Other,0.1197,697.2,11.92503512,7.99,697,22,17788,0.527,3,0,0,0,0,0,1
1,Other,0.0945,480.15,11.91839057,6.47,757,11,4232,0.089,2,0,0,0,0,0,1
1,Other,0.1134,98.7,10.53049493,7.72,677,5,0,0.53,1,0,0,1,0,0,0
1,Debt_Consolidation,0.157,525.17,11.35035948,20.44,672,15,28511,0.5670000000000001,1,0,0,0,0,0,1
1,Other,0.0768,187.14,10.67359577,0.83,792,11,138,0.002,0,0,0,0,0,0,1
1,Other,0.1166,314.0,11.69524702,18.23,697,14,114629,0.645,2,0,0,0,0,0,1
1,Debt_Consolidation,0.1039,324.51,11.23261615,12.88,707,8,10689,0.184,3,0,0,0,0,0,1
1,Debt_Consolidation,0.0976,257.24,10.08580911,17.0,732,10,6188,0.5379999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.0832,314.85,10.59533389,14.54,772,16,4743,0.281,0,0,0,1,0,0,0
1,Debt_Consolidation,0.1103,235.83,11.04917425,21.83,717,14,12025,0.372,2,0,0,0,0,0,1
1,Home,0.0976,803.87,11.69524702,8.91,792,22,3706,0.128,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1134,526.4,11.35040654,9.37,702,13,8833,0.4479999999999999,1,0,1,0,0,1,1
1,Debt_Consolidation,0.1039,292.06,10.71441777,14.64,712,12,6239,0.63,3,0,0,0,0,0,1
1,Debt_Consolidation,0.1324,540.96,10.59663473,11.73,672,9,5671,0.551,0,0,0,0,0,0,1
1,Other,0.1229,100.06,10.37349118,13.28,672,12,2940,0.2769999999999999,1,2,0,0,1,0,1
1,Debt_Consolidation,0.1355,848.99,11.03488966,14.26,697,7,7019,0.134,2,0,0,1,0,0,0
1,Debt_Consolidation,0.1197,298.8,10.95954023,18.76,682,12,9883,0.667,1,1,1,0,1,1,1
1,Debt_Consolidation,0.0976,482.32,12.07254125,3.17,742,8,1436,0.031,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1292,168.28,10.64780302,21.04,677,8,13073,0.5589999999999999,3,0,0,1,0,0,0
1,Other,0.1008,807.62,11.88448902,1.73,762,21,5681,0.141,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1039,811.27,11.40756495,13.28,747,9,48556,0.109,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1324,253.58,10.81961827,24.89,712,7,19418,0.8370000000000001,3,1,0,0,1,0,1
1,Debt_Consolidation,0.1324,118.34,10.95080655,23.05,687,7,45988,0.884,0,0,0,0,0,0,1
1,Other,0.1039,584.12,12.23076526,12.27,712,15,77034,0.3229999999999999,2,0,0,0,0,0,1
1,Education,0.1103,52.41,10.53209621,15.84,682,5,0,0.494,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1008,151.03,10.46310334,18.72,722,11,9910,0.991,2,0,0,1,0,0,0
1,Education,0.0832,188.91,11.5228758,11.75,737,19,1532,0.047,0,0,0,0,0,0,1
1,Other,0.0976,167.21,10.4341158,1.52,707,7,4699,0.288,1,1,0,0,1,0,1
1,Education,0.0832,251.88,10.62254611,17.6,797,19,7017,0.084,0,0,0,1,0,0,0
1,Other,0.1008,161.53,10.6454249,21.77,762,12,13,0.019,1,0,0,0,0,0,1
1,Other,0.1292,807.74,11.46163217,7.06,687,17,9201,0.497,2,1,1,0,1,1,1
1,Other,0.1261,837.67,11.60739893,24.04,757,20,8220,0.632,0,0,0,1,0,0,0
1,Other,0.1292,269.25,10.81977828,1.39,662,12,2692,0.499,3,0,0,0,0,0,1
1,Other,0.0976,578.79,11.50287513,8.86,742,12,2448,0.612,3,0,0,0,0,0,1
1,Other,0.0768,93.57,10.81977828,0.79,757,9,3894,0.105,0,0,0,0,0,0,1
1,Other,0.1197,166.0,10.77895629,20.68,692,26,13734,0.284,0,0,0,0,0,0,1
1,Other,0.1134,329.0,10.81977828,12.05,692,4,13744,0.622,0,0,0,0,0,0,1
1,Other,0.1103,201.44,10.48328685,17.1,687,3,6111,0.643,0,0,0,0,0,0,1
1,Other,0.1008,646.1,11.91839057,6.86,742,9,84,0.002,2,0,0,0,0,0,1
1,Other,0.0976,385.86,11.45952469,8.65,727,13,19073,0.286,3,1,0,1,1,0,0
1,Debt_Consolidation,0.1229,232.64,10.23995979,12.81,667,17,13817,0.384,0,1,0,0,1,0,1
1,Other,0.1166,330.53,11.69524702,8.13,682,8,59145,0.8109999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1292,201.94,10.61643736,15.32,667,7,7091,0.473,2,2,0,0,1,0,1
1,Debt_Consolidation,0.1071,603.13,10.44290063,13.33,717,12,18179,0.344,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1039,389.41,10.43816641,15.99,712,13,6151,0.527,1,0,0,0,0,0,1
1,Other,0.08,250.7,10.80454281,2.24,777,10,2056,0.073,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1482,691.55,11.22524339,14.69,672,12,29292,0.604,1,0,0,0,0,0,1
1,Other,0.0832,37.79,10.40426284,3.42,722,6,6685,0.192,1,0,0,0,0,0,1
1,Other,0.1039,194.71,10.58870336,13.88,702,7,7198,0.654,1,0,0,0,0,0,1
1,Debt_Consolidation,0.0976,321.55,10.49824983,8.11,717,11,6179,0.1119999999999999,2,0,0,1,0,0,0
1,Other,0.0945,640.2,11.44563115,3.98,777,8,32,0.003,0,0,0,0,0,0,1
1,Other,0.0768,187.14,10.5865844,9.52,817,18,922,0.038,0,0,0,0,0,0,1
1,Home,0.1324,202.86,10.55581274,23.09,687,14,9912,0.6559999999999999,1,0,0,0,0,0,1
1,Other,0.0863,142.33,9.047821442,4.24,732,6,6699,0.072,0,1,0,0,1,0,1
1,Education,0.1324,338.1,11.53272809,7.31,667,10,27452,0.963,2,0,0,1,0,0,0
1,Debt_Consolidation,0.1166,528.84,11.28978191,13.47,702,7,14958,0.467,3,0,0,0,0,0,1
1,Other,0.1229,266.83,11.47210347,5.36,687,11,45251,0.667,3,1,0,1,1,0,0
1,Other,0.0768,155.95,12.1281111,11.97,777,15,9253,0.3329999999999999,0,0,0,0,0,0,1
1,Other,0.1324,845.25,11.91839057,7.84,697,14,31405,0.957,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1134,230.3,10.59663473,9.81,682,8,6475,0.966,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1134,263.2,10.71441777,8.75,682,7,0,0.667,1,1,0,1,1,0,0
1,Debt_Consolidation,0.1071,391.22,11.30458678,18.59,717,7,34566,0.69,1,0,0,0,0,0,1
1,Other,0.0832,314.85,11.28978191,6.25,752,9,3248,0.1669999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1166,462.74,10.91508846,8.42,687,10,17623,0.831,0,1,0,0,1,0,1
1,Other,0.1292,100.97,10.5454467,20.84,672,25,9642,0.643,0,2,0,0,1,0,1
1,Debt_Consolidation,0.145,550.74,11.47029976,22.27,672,14,16930,0.708,0,0,0,0,0,0,1
1,Other,0.1324,446.29,11.22524339,21.06,682,14,13438,0.7190000000000001,1,0,1,1,0,1,0
1,Debt_Consolidation,0.1229,500.3,11.2515607,19.39,692,9,18198,0.4429999999999999,2,1,0,0,1,0,1
1,Debt_Consolidation,0.1229,50.03,10.27505111,4.18,662,8,0,0.0,3,0,0,0,0,0,1
1,Debt_Consolidation,0.0976,176.86,10.26813067,21.92,762,9,1763,0.263,0,0,0,0,0,0,1
1,Other,0.0976,96.47,11.51292546,2.1,702,5,8439,0.22,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1166,370.19,11.28978191,17.78,692,5,24259,0.565,0,0,0,1,0,0,0
1,Other,0.08,206.83,10.82177629,12.86,762,34,3339,0.1689999999999999,1,0,0,0,0,0,1
1,Other,0.1134,296.1,9.825526011,11.68,682,12,9237,0.6459999999999999,1,0,1,1,0,1,0
1,Debt_Consolidation,0.1103,818.83,11.99535161,9.38,722,10,7746,0.26,0,2,0,0,1,0,1
1,Other,0.0976,318.34,11.00209984,1.8,717,10,4506,0.187,2,0,1,0,0,1,1
1,Home,0.0832,125.94,11.10465643,0.0,767,13,1401,0.019,1,0,0,0,0,0,1
1,Other,0.0976,450.17,10.71441777,11.31,727,7,14571,0.595,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1229,23.35,9.852194258,12.38,662,3,0,0.532,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1166,178.49,10.9560559,15.92,687,12,3037,0.768,0,1,0,0,1,0,1
1,Debt_Consolidation,0.1197,116.2,10.61643736,21.97,687,10,17394,0.935,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1166,247.9,11.00209984,19.22,687,12,17745,0.924,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1292,269.25,10.71441777,19.89,692,14,4755,0.897,1,0,0,0,0,0,1
1,Other,0.1103,262.03,10.57131693,14.8,697,4,8158,0.57,0,0,0,0,0,0,1
1,Other,0.1103,141.66,11.69524702,15.07,722,14,70685,0.887,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1418,568.81,11.08460106,14.62,667,10,11294,0.614,1,1,0,0,1,0,1
1,Debt_Consolidation,0.1324,223.15,10.3859137,22.0,672,6,6521,0.677,3,0,0,0,0,0,1
1,Debt_Consolidation,0.1039,243.38,11.01862914,14.85,727,7,4322,0.441,2,0,0,0,0,0,1
1,Other,0.1071,224.14,10.57131693,9.66,717,13,19383,0.902,1,0,0,0,0,0,1
1,Other,0.1103,235.83,10.34174248,14.4,692,11,19076,0.6659999999999999,0,0,0,1,0,0,0
1,Other,0.1418,428.32,10.95080655,24.55,692,7,34181,0.595,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1576,659.61,11.69524702,14.23,677,14,27550,0.946,2,1,1,0,1,1,1
1,Debt_Consolidation,0.1229,192.62,11.48452599,19.7,707,12,13685,0.467,1,0,0,0,0,0,1
1,Home,0.0768,155.95,10.59663473,11.49,797,19,257,0.0139999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1134,213.85,10.83958091,20.82,722,24,23119,0.506,3,0,1,0,0,1,1
1,Other,0.0976,482.32,11.64395373,14.33,762,17,26402,0.873,0,0,0,0,0,0,1
1,Other,0.1008,587.14,12.32385568,4.51,757,15,2527,0.395,0,0,0,0,0,0,1
1,Other,0.0863,202.42,10.98359637,10.55,727,9,1686,0.527,0,0,0,0,0,0,1
1,Other,0.0976,160.78,10.54534144,4.45,712,9,9877,0.606,2,0,0,0,0,0,1
1,Other,0.1324,265.41,12.20607265,15.62,707,13,36293,0.623,3,0,0,1,0,0,0
1,Debt_Consolidation,0.1071,339.06,10.87066149,15.6,717,10,19859,0.634,0,0,0,1,0,0,0
1,Other,0.1134,274.72,11.00209984,14.56,687,9,15629,0.662,0,0,1,0,0,1,1
1,Debt_Consolidation,0.1166,198.32,10.20359214,18.53,682,4,5901,0.472,0,0,0,0,0,0,1
1,Other,0.1103,183.42,10.81977828,0.6,682,4,424,0.08,2,1,0,0,1,0,1
1,Other,0.145,640.24,11.22524339,22.74,682,16,32682,0.961,0,0,0,0,0,0,1
1,Debt_Consolidation,0.0863,132.84,11.6421978,2.09,737,18,11730,0.475,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1197,260.62,12.10071213,6.65,682,11,20237,0.244,3,0,0,0,0,0,1
1,Other,0.1197,109.56,9.798127037,17.4,672,3,8562,0.3289999999999999,3,0,0,1,0,0,0
1,Other,0.1166,240.46,10.91348718,16.91,712,13,17581,0.982,0,0,0,1,0,0,0
1,Debt_Consolidation,0.1355,339.6,11.90496755,10.14,662,13,3608,0.376,1,1,0,0,1,0,1
1,Other,0.1008,306.9,11.46163217,3.36,757,11,16098,0.228,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1387,388.91,11.00209984,24.48,712,28,44293,0.736,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1418,513.98,11.09741002,21.49,702,15,24992,0.7709999999999999,0,0,0,0,0,0,1
1,Other,0.1039,389.41,10.7342204,18.75,732,6,14499,0.239,0,0,0,0,0,0,1
1,Other,0.0737,22.51,9.392661929,3.6,792,7,1814,0.07,0,0,0,0,0,0,1
1,Other,0.1008,315.78,11.8493977,2.74,752,16,28332,0.51,0,0,0,0,0,0,1
1,Debt_Consolidation,0.145,430.27,11.00209984,21.72,697,23,24325,0.8320000000000001,0,0,1,0,0,1,1
1,Other,0.0976,16.08,10.98529272,22.17,742,13,65414,0.478,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1292,175.01,11.32659589,14.24,707,24,56002,0.738,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1229,268.5,11.6307085,3.07,687,13,18673,0.667,0,2,0,0,1,0,1
1,Other,0.08,188.02,11.98292909,0.13,767,12,3713,0.228,1,0,0,0,0,0,1
1,Home,0.0976,204.19,11.08214255,13.79,747,22,14102,0.354,4,0,0,0,0,0,1
1,Debt_Consolidation,0.1039,324.51,11.03811028,10.59,707,4,7618,0.472,2,0,0,0,0,0,1
1,Debt_Consolidation,0.0976,287.79,10.71441777,7.6,727,18,0,0.0,1,1,0,0,1,0,1
1,Other,0.1355,155.37,11.06663836,13.5,697,21,8399,0.41,2,0,0,1,0,0,0
1,Debt_Consolidation,0.0976,144.7,10.90227951,4.24,707,4,3818,0.616,0,0,0,1,0,0,0
1,Debt_Consolidation,0.1261,402.08,10.82512397,10.12,672,24,16083,0.7020000000000001,0,0,1,0,0,1,1
1,Debt_Consolidation,0.1039,324.51,10.55581274,7.12,712,6,13845,0.289,0,0,0,0,0,0,1
1,Other,0.1071,234.74,10.59663473,18.75,712,12,12938,0.49,0,0,1,0,0,1,1
1,Debt_Consolidation,0.1197,292.16,10.81977828,8.14,697,19,8243,0.37,2,0,1,0,0,1,1
1,Debt_Consolidation,0.1197,166.0,10.77895629,13.03,677,10,14859,0.812,3,1,0,0,1,0,1
1,Education,0.1608,492.76,11.57025053,20.39,677,17,33627,0.747,1,0,0,1,0,0,0
1,Other,0.0768,31.19,10.49127422,1.8,747,7,4782,0.1669999999999999,0,0,0,0,0,0,1
1,Education,0.1071,117.37,11.60823564,15.01,697,8,71928,0.879,1,0,0,0,0,0,1
1,Debt_Consolidation,0.1197,166.0,10.84583582,22.73,692,10,12235,0.703,0,0,0,0,0,0,1
1,Other,0.1197,318.72,11.26446411,13.0,682,8,36920,0.8859999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.0976,151.13,10.69194491,18.38,722,12,8504,0.25,1,0,0,0,0,0,1
1,Other,0.1166,198.32,11.1124479,7.07,677,17,8224,0.521,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1197,239.04,11.06663836,22.28,697,15,30970,0.71,1,0,0,1,0,0,0
1,Debt_Consolidation,0.1166,170.22,10.47107151,17.69,702,11,12110,0.302,2,1,0,1,1,0,0
1,Other,0.08,313.37,10.27467173,2.24,792,39,2751,0.1669999999999999,0,0,0,0,0,0,1
1,Debt_Consolidation,0.1324,83.68,10.81977828,17.77,677,13,17807,0.813,3,0,1,1,0,1,0
1,Other,0.0976,96.47,10.77895629,17.65,712,8,6981,0.428,0,0,0,0,0,0,1
1,Home,0.1197,149.4,11.65442503,15.49,672,14,22625,0.8640000000000001,1,1,0,0,1,0,1
1,Home,0.1166,165.27,11.15051985,3.53,677,9,669,0.156,0,0,0,0,0,0,1
1,Other,0.1197,135.29,11.39659388,14.59,677,15,5529,0.825,2,0,1,0,0,1,1
1,Other,0.1703,249.68,11.48246626,16.53,662,14,1349,0.083,3,3,0,0,1,0,1
1,Other,0.1355,203.76,11.31447453,18.74,672,16,16888,0.518,1,1,0,0,1,0,1
1,Other,0.1103,108.09,11.15625052,1.37,677,6,670,0.609,0,3,0,0,1,0,1
1,Other,0.1008,129.22,9.61580548,8.08,707,4,3946,0.359,0,0,0,1,0,0,0
